section,name,package,description,status,introduced_in,removed_in,v22,v21,v20,v19,v18,v17,v16,v15,v14,angular_courses_url,angular_dev_url,notes
Diff,AnimationTriggerMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,AUTO_STYLE,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,group,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,keyframes,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,NoopAnimationPlayer,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,query,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,sequence,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,stagger,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,state,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,style,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,transition,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,trigger,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,useAnimation,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,HttpClientJsonpModule,@angular/common/http,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,HttpClientModule,@angular/common/http,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,HttpClientXsrfModule,@angular/common/http,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,HttpClientTestingModule,@angular/common/http/testing,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,DATE_PIPE_DEFAULT_TIMEZONE,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getCurrencySymbol,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleCurrencyCode,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleCurrencyName,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleCurrencySymbol,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleDateFormat,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleDateTimeFormat,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleDayNames,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleDayPeriods,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleDirection,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleEraNames,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleExtraDayPeriodRules,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleExtraDayPeriods,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleFirstDayOfWeek,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleId,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleMonthNames,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleNumberFormat,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleNumberSymbol,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocalePluralCase,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleTimeFormat,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getLocaleWeekEndRange,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getNumberOfCurrencyDigits,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,Time,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,APP_INITIALIZER,@angular/core,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,BootstrapOptions,@angular/core,,deprecated,13,13,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,Compiler,@angular/core,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,DefaultIterableDiffer,@angular/core,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ENVIRONMENT_INITIALIZER,@angular/core,,deprecated,13,13,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getModuleFactory,@angular/core,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,PLATFORM_INITIALIZER,@angular/core,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,JitCompilerFactory,@angular/platform-browser-dynamic,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,platformBrowserDynamic,@angular/platform-browser-dynamic,,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,BrowserDynamicTestingModule,@angular/platform-browser-dynamic/testing,,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,platformBrowserDynamicTesting,@angular/platform-browser-dynamic/testing,,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,BrowserAnimationsModule,@angular/platform-browser/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,BrowserAnimationsModuleConfig,@angular/platform-browser/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,NoopAnimationsModule,@angular/platform-browser/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,provideAnimations,@angular/platform-browser/animations,,deprecated,13,13,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,provideNoopAnimations,@angular/platform-browser/animations,,deprecated,13,13,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,CanActivate,@angular/router,,stable,13,,stable,stable,stable,stable,stable,deprecated,deprecated,not_available,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,CanActivateChild,@angular/router,,stable,13,,stable,stable,stable,stable,stable,deprecated,deprecated,not_available,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,CanDeactivate,@angular/router,,stable,13,,stable,stable,stable,stable,stable,deprecated,deprecated,not_available,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,CanLoad,@angular/router,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,not_available,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,CanLoadFn,@angular/router,,deprecated,13,13,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,not_available,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,CanMatch,@angular/router,,stable,13,13,stable,stable,stable,stable,stable,deprecated,deprecated,not_available,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,DeprecatedGuard,@angular/router,,deprecated,13,13,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,not_available,removed,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,DeprecatedResolve,@angular/router,,deprecated,13,13,deprecated,deprecated,deprecated,removed,removed,removed,removed,removed,removed,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,Resolve,@angular/router,,stable,13,,stable,stable,stable,stable,stable,deprecated,deprecated,not_available,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,RouterTestingModule,@angular/router/testing,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,not_available,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,downgradeModule,@angular/upgrade/static,,deprecated,13.4,,deprecated,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,createNgModuleRef,@angular/core,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ModuleWithComponentFactories,@angular/core,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,HAMMER_GESTURE_CONFIG,@angular/platform-browser,,removed,13,22,removed,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,HAMMER_LOADER,@angular/platform-browser,,removed,13,22,removed,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,HammerGestureConfig,@angular/platform-browser,,removed,13,22,removed,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,HammerLoader,@angular/platform-browser,,removed,13,22,removed,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,HammerModule,@angular/platform-browser,,removed,13,22,removed,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,provideRoutes,@angular/router,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,getAngularLib,@angular/upgrade/static,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,setAngularLib,@angular/upgrade/static,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ImportedNgModuleProviders,@angular/core,,removed,14,21,removed,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,NgProbeToken,@angular/core,,removed,13,21,removed,removed,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,PACKAGE_ROOT_URL,@angular/core,,removed,13,21,removed,removed,deprecated,deprecated,deprecated,deprecated,not_available,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ApplicationConfig,@angular/platform-browser,,removed,13,13,removed,removed,not_available,not_available,not_available,not_available,not_available,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,UpgradeAdapter,@angular/upgrade,,removed,13,21,removed,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,UpgradeAdapterRef,@angular/upgrade,,removed,13,21,removed,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,isPlatformWorkerApp,@angular/common,,removed,13,18,removed,removed,removed,removed,removed,deprecated,deprecated,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,isPlatformWorkerUi,@angular/common,,removed,13,18,removed,removed,removed,removed,removed,deprecated,deprecated,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,async,@angular/core/testing,,removed,13,18,removed,removed,removed,removed,removed,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,RESOURCE_CACHE_PROVIDER,@angular/platform-browser-dynamic,,removed,13.2,18,removed,removed,removed,removed,removed,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,makeStateKey,@angular/platform-browser,,removed,13,18,removed,removed,removed,removed,removed,not_available,not_available,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,StateKey,@angular/platform-browser,,removed,13,18,removed,removed,removed,removed,removed,not_available,not_available,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,platformDynamicServer,@angular/platform-server,,removed,13,18,removed,removed,removed,removed,removed,deprecated,deprecated,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ServerTransferStateModule,@angular/platform-server,,removed,13,18,removed,removed,removed,removed,removed,deprecated,deprecated,deprecated,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,setupTestingRouter,@angular/router/testing,,removed,13,17,removed,removed,removed,removed,removed,removed,deprecated,not_available,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,UpdateActivatedEvent,@angular/service-worker,,removed,13,17,removed,removed,removed,removed,removed,removed,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,UpdateAvailableEvent,@angular/service-worker,,removed,13,17,removed,removed,removed,removed,removed,removed,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,XhrFactory,@angular/common/http,,removed,13,16,removed,removed,removed,removed,removed,removed,removed,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ANALYZE_FOR_ENTRY_COMPONENTS,@angular/core,,removed,13,16,removed,removed,removed,removed,removed,removed,removed,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ReflectiveKey,@angular/core,,removed,13,16,removed,removed,removed,removed,removed,removed,removed,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,BrowserTransferStateModule,@angular/platform-browser,,removed,13,16,removed,removed,removed,removed,removed,removed,removed,deprecated,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,renderModuleFactory,@angular/platform-server,,removed,13,16,removed,removed,removed,removed,removed,removed,removed,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,NgOptimizedImageModule,@angular/common,,removed,13.4,14,removed,removed,removed,removed,removed,removed,removed,removed,removed,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Migrations,common-to-standalone,@angular/core,Replaces CommonModule usage with individual imports from @angular/common,,21.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/common-to-standalone,command: ng generate @angular/core:common-to-standalone
Migrations,router-testing-module,@angular/core,Convert deprecated RouterTestingModule usages to the recommended modern APIs.,,21.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/router-testing-module-migration,command: ng g @angular/core:router-testing-module-migration
Migrations,ngstyle-to-style,@angular/core,Convert NgStyle directive usages to style bindings .,,21.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/ngstyle-to-style,command: ng g @angular/core:ngstyle-to-style
Migrations,ngclass-to-class,@angular/core,Convert ngClass directive usages to class bindings.,,21.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/ngclass-to-class,command: ng g @angular/core:ngclass-to-class
Migrations,self-closing-tags,@angular/core,Convert component selectors in the templates to self-closing tags.,,19.2.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/self-closing-tags,command: ng g @angular/core:self-closing-tag
Migrations,cleanup-unused-imports,@angular/core,Removes all unused standalone imports across the entire project.,,19.1.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/cleanup-unused-imports,command: ng g @angular/core:cleanup-unused-imports
Migrations,signal-queries,@angular/core,Convert decorator queries to signal queries.,,19.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/signal-queries,command: ng g @angular/core:signal-queries-migration
Migrations,output,@angular/core,Convert outputs from the decorator version to the output function.,,19.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/outputs,command: ng g @angular/core:output-migration
Migrations,signal-input,@angular/core,Convert `@Input()` declarations to signal inputs.,,19.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/signal-inputs,command: ng g @angular/core:signal-input-migration
Migrations,route-lazy-loading,@angular/core,Convert eagerly loaded component routes to lazy-loaded routes.,,18.2.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/route-lazy-loading,command: ng g @angular/core:route-lazy-loading
Migrations,inject,@angular/core,Converts classes using constructor-based injection to the inject function.,,18.2.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/inject-function,command: ng g @angular/core:inject
Migrations,control-flow,@angular/core,"Replaces the existing usages of *ngIf, *ngFor, and *ngSwitch to their equivalent block syntax.",,17.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/control-flow,command: ng g @angular/core:control-flow
Migrations,standalone,@angular/core,"Convert an application to standalone components, directives, and pipes.",,15.2.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=migrations,https://angular.dev/reference/migrations/standalone,command: ng g @angular/core:standalone
Update,add-istanbul-instrumenter,angular-cli,Add 'istanbul-lib-instrument' to 'devDependencies' if Karma unit testing is used.,,22.0.0,,available,,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/add-istanbul-instrumenter,,
Update,can-match-snapshot-required,angular,Adds the required third argument to canMatch callsites.,,22.0.0,,available,,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/can-match-snapshot-required,,
Update,change-detection-eager,angular,Adds `ChangeDetectionStrategy.Eager` to all components.,,22.0.0,,available,,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/change-detection-eager,,
Update,http-xhr-backend,angular,Adds 'withXhr' to 'provideHttpClient' function calls when the 'HttpXhrBackend' is used. For more information see: https://angular.dev/api/common/http/withXhr,,22.0.0,,available,,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/http-xhr-backend,,
Update,incremental-hydration,angular,Adds withNoIncrementalHydration() opt out to provideClientHydration() when incremental hydration is not enabled to retain pre-v22 behavior-.,,22.0.0,,available,,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/incremental-hydration,,
Update,migrate-karma-to-vitest,angular-cli,Migrate projects using legacy Karma unit-test builder to the new unit-test builder with Vitest.,optional,22.0.0,,optional,,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/migrate-karma-to-vitest,,optional migration
Update,model-output,angular,Migrate broken duplicate outputs,,22.0.0,,available,,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/model-output,,
Update,safe-optional-chaining,angular,Wraps optional chaining expressions in $safeNavigationMigration().,,22.0.0,,available,,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/safe-optional-chaining,,
Update,strict-safe-navigation-narrow,angular,Disables the 'nullishCoalescingNotNullable & optionalChainNotNullable extended diagnostics.,,22.0.0,,available,,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/strict-safe-navigation-narrow,,
Update,strict-templates-default,angular,Adds 'strictTemplates: false' in tsconfig.json when not set.,,22.0.0,,available,,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/strict-templates-default,,
Update,trust-proxy-headers,angular-cli,Add 'trustProxyHeaders' configuration to 'AngularNodeAppEngine' or 'AngularAppEngine'. For more information see: https://angular.dev/best-practices/security#configuring-trusted-proxy-headers,,22.0.0,,available,,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/trust-proxy-headers,,
