section,name,package,description,status,introduced_in,removed_in,v22,v21,v20,v19,v18,v17,v16,v15,v14,angular_courses_url,angular_dev_url,notes
Features,Standalone API,@angular/core,"Directly import other components, directives, and pipes used in their templates and enable some features such as defer, hostDirectives and loadComponent.",stable,14,,stable,stable,stable,stable,stable,stable,stable,stable,experimental,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/components/importing#standalone-components,migration: ng generate @angular/core:standalone
Features,@defer,@angular/core,"Defer the loading of select dependencies such as components, directives, and pipes, and any associated CSS within a template",stable,17,,stable,stable,stable,stable,stable,preview,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/defer#,
Features,@for,@angular/core,Angular templates support control flow blocks that let you conditionally repeat elements.,stable,17,,stable,stable,stable,stable,stable,preview,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/templates/control-flow#repeat-content-with-the-for-block,migration: ng generate @angular/core:control-flow
Features,@switch,@angular/core,Angular templates support control flow blocks that let you conditionally show elements.,stable,17,,stable,stable,stable,stable,stable,preview,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/templates/control-flow#conditionally-display-content-with-the-switch-block,migration: ng generate @angular/core:control-flow
Features,@if,@angular/core,Angular templates support control flow blocks that let you conditionally show and hide elements.,stable,17,,stable,stable,stable,stable,stable,preview,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/templates/control-flow#conditionally-display-content-with-if-else-if-and-else,migration: ng generate @angular/core:control-flow
Features,Functional guards/resolvers,@angular/router,Create guards and resolvers using functions.,stable,14.2,,stable,stable,stable,stable,stable,stable,stable,stable,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,Functional interceptors,@angular/router,Create interceptors using functions.,stable,15,,stable,stable,stable,stable,stable,stable,stable,stable,not_available,https://www.angular.courses/caniuse?tab=features,https://v18.angular.dev/guide/http/interceptors#,
Features,@let,@angular/core,Define a local variable and re-use it across the template.,stable,18.1,,stable,stable,stable,stable,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/templates/variables#local-template-variables-with-let,
Features,Signal (core),@angular/core,"System that granularly tracks how and where your state is used throughout an application, allowing the framework to optimize rendering updates.",stable,16,,stable,stable,stable,stable,stable,stable,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/signals#,
Features,Signal inputs,@angular/core,Allow values to be bound from parent components.,stable,17.1,,stable,stable,stable,stable,preview,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/signals/inputs#,migration: ng generate @angular/core:signal-input-migration
Features,output(),@angular/core,Enable emitting values to parent directives and components.,stable,17.3,,stable,stable,stable,stable,preview,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/components/outputs#,migration: ng generate @angular/core:output-migration
Features,Signal queries,@angular/core,"Signals to retrieve references to child components, directives, DOM elements, and more.",stable,17.2,,stable,stable,stable,stable,preview,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/signals/queries#,migration: ng generate @angular/core:signal-queries-migration
Features,Signal model,@angular/core,Special type of input that enable a component to propagate new values back to another component.,stable,17.2,,stable,stable,stable,stable,preview,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/signals/model,
Features,Signal effect,@angular/core,Operation that runs whenever one or more signal values change.,stable,16,,stable,stable,stable,preview,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/signals#effects,
Features,Signal inputs converter,@angular/language-service,Language service refactoring action that can convert `@Input()` declarations to signal inputs.,stable,19,,stable,stable,stable,stable,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,withEventReplay,@angular/platform-browser,Support for replaying user events (e.g. clicks) that happened on a page before hydration logic has completed.,stable,18,,stable,stable,stable,stable,preview,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/hydration#capturing-and-replaying-events,
Features,provideZonelessChangeDetection,@angular/platform-browser,Provide change detection without ZoneJS for the application bootstrapped using bootstrapApplication.,stable,18,,stable,stable,preview,experimental,experimental,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/testing/components-scenarios#automatic-change-detection,
Features,withI18nSupport,@angular/platform-browser,Enable support for hydrating i18n blocks.,stable,18,,stable,stable,stable,preview,preview,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/hydration#i18n,
Features,createRequestHandler,@angular/ssr,"Annotate a request handler function with metadata, marking it as a special handler.",stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,createNodeRequestHandler,@angular/ssr,Attache metadata to the handler function to mark it as a special handler for Node.js environments.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,isMainModule,@angular/ssr,Determine whether the provided URL represents the main entry point module.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,PendingTasks,@angular/ssr,Experimental service that keeps track of pending tasks contributing to the stableness of Angular application.,stable,18,,stable,stable,stable,preview,experimental,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/experimental/zoneless#experimentalpendingtasks-for-server-side-rendering-ssr,
Features,AngularAppEngine,@angular/ssr,"Manage Angular server applications (including localized ones), handles rendering requests, and optionally transforms index HTML before rendering.",stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,AngularNodeAppEngine,@angular/ssr,"Manage Angular server applications (including localized ones), handles rendering requests, and optionally transforms index HTML before rendering.",stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,createWebRequestFromNodeRequest,@angular/ssr,,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,writeResponseToNodeResponse,@angular/ssr,,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,RenderMode,@angular/ssr,Different rendering modes for server routes.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,PrerenderFallback,@angular/ssr,Fallback strategies for Static Site Generation (SSG) routes.,preview,19,,preview,preview,preview,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,ServerRoute,@angular/ssr,Server route configuration.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,provideServerRendering,@angular/ssr,Configure the necessary providers for server routes configuration.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,afterEveryRender,@angular/core,Register a callback to be invoked each time the application finishes rendering,stable,16,,stable,stable,stable,preview,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/components/lifecycle#aftereveryrender-and-afternextrender,
Features,afterNextRender,@angular/core,Register callbacks to be invoked the next time the application finishes rendering,stable,16,,stable,stable,stable,preview,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/components/lifecycle#aftereveryrender-and-afternextrender,
Features,afterRenderEffect,@angular/core,Create effect(s) that run as part of Angular's `afterRender` sequence.,stable,19,,stable,stable,stable,experimental,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,withViewTransitions,@angular/router,Enable view transitions in the Router,preview,17,,preview,preview,preview,preview,experimental,experimental,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/animations/route-animations#how-the-router-uses-view-transitions,
Features,toSignal,@angular/core/rxjs-interop,Get the current value of an Observable as a reactive Signal.,stable,16,,stable,stable,stable,preview,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/signals/rxjs-interop#tosignal,
Features,toObservable,@angular/core/rxjs-interop,Expose the value of an Angular Signal as an RxJS Observable.,stable,16,,stable,stable,stable,preview,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/signals/rxjs-interop#toobservable,
Features,takeUntilDestroyed,@angular/core/rxjs-interop,"Complete the Observable when the calling context (component, directive, service, etc) is destroyed.",stable,16,,stable,stable,stable,stable,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,outputFromObservable,@angular/core/rxjs-interop,Output using an RxJS observable as a source for events dispatched to parent subscribers.,stable,16,,stable,stable,stable,stable,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/signals/rxjs-interop#outputfromobservable,
Features,outputToObservable,@angular/core/rxjs-interop,Convert an Angular output declared via output() or outputFromObservable() to an observable.,stable,16,,stable,stable,stable,stable,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/signals/rxjs-interop#outputtoobservable,
Features,auto-csp,@angular/build,Opt-in option in angular.json to enable the auto-CSP transformation,preview,19,,preview,preview,preview,experimental,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,experimentalPlatform,@angular/build,Specifie the platform for which the server bundle is generated,experimental,19,,experimental,experimental,experimental,experimental,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,withIncrementalHydration,@angular/platform-browser,Enable support for incremental hydration using the `hydrate` trigger syntax.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/incremental-hydration#how-do-you-enable-incremental-hydration-in-angular,
Features,pendingUntilEvent,@angular/core/rxjs-interop,"Operator which makes the application unstable until the observable emits, complets, errors, or is unsubscribed.",preview,19,,preview,preview,preview,experimental,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/zoneless#pendingtasks-for-server-side-rendering-ssr,
Features,resource(),@angular/core,"Construct a `Resource` that projects a reactive request to an asynchronous operation defined by a loader function, which exposes the result of the loading operation via signals.",stable,19,,stable,experimental,experimental,experimental,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/signals/resource#,
Features,rxResource(),@angular/core/rxjs-interop,"Construct a `Resource` that projects a reactive request to an asynchronous operation defined by a RxJS based loader function, which exposes the result of the loading operation via signals.",stable,19,,stable,experimental,experimental,experimental,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/signals/resource#,
Features,httpResource(),@angular/common/http,new frontend to the HttpClient infrastructure,stable,19.2,,stable,experimental,experimental,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,linkedSignal,@angular/core,Represent state (hence the signal in the name) that is reset based on the provided computation.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/signals/linked-signal#,
Features,withRequestsMadeViaParent,@angular/common/http,Configure the current `HttpClient` instance to make requests via the parent injector's `HttpClient` instead of directly.,stable,15,,stable,stable,stable,stable,preview,preview,preview,preview,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,ngOptimizedImage,@angular/common,Directive that improves image loading performance by enforcing best practices.,stable,14.2,,stable,stable,stable,stable,stable,stable,stable,stable,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/image-optimization,
Features,provideClientHydration,@angular/platform-browser,Sets up providers necessary to enable hydration functionality for the application.,stable,16,,stable,stable,stable,stable,stable,stable,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/hydration,
Features,*ngIf,@angular/common,Structural directives are directives which change the DOM layout by adding and removing DOM elements.,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/directives/structural-directives#,migration: ng generate @angular/core:control-flow
Features,*ngFor,@angular/common,Structural directives are directives which change the DOM layout by adding and removing DOM elements.,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/directives/structural-directives#,migration: ng generate @angular/core:control-flow
Features,*ngSwitch,@angular/common,Structural directives are directives which change the DOM layout by adding and removing DOM elements.,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/directives/structural-directives#,migration: ng generate @angular/core:control-flow
Features,HammerJS integration,@angular/platform-browser,An injectable HammerJS Manager for gesture recognition.,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,https://hammerjs.github.io/,
Features,platformServerTesting,@angular/platform-server/testing,Supplies a testing module for the Angular platform server subsystem.,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,ServerTestingModule,@angular/platform-server/testing,Supplies a testing module for the Angular platform server subsystem.,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,TestBed.get,@angular/core/testing,Supplies a testing module for the Angular platform server subsystem.,removed,13,20,removed,removed,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,TestBed.flushEffects,@angular/core/testing,Execute any pending effects. use `TestBed.tick()` instead,deprecated,17,,deprecated,deprecated,deprecated,preview,preview,preview,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,provideCheckNoChangesConfig,@angular/core,Used to disable exhaustive checks when verifying no expressions changed after they were checked.,preview,18,,preview,preview,preview,experimental,experimental,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,Vitest,@angular/build,unit-testing and browser Vitest testing support,stable,20,,stable,stable,experimental,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,withComponentInputBinding,@angular/router,Enables binding information from the Router state directly to the inputs of the component in Route configurations.,stable,16,,stable,stable,stable,stable,stable,stable,stable,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/routing/common-router-tasks#add-withcomponentinputbinding,
Features,Unified control state change events,@angular/forms,"Unified way to listen to all form events: ValueChangeEvent, StatusChangeEvent, PristineChangeEvent and TouchedChangeEvent",stable,18,,stable,stable,stable,stable,stable,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,provideBrowserGlobalErrorListeners,@angular/core,Provides an environment initializer which forwards unhandled errors to the ErrorHandler.,stable,20,,stable,stable,stable,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/best-practices/error-handling#client-side-rendering,
Features,inject(),@angular/core,Injects a token from the currently active injector. inject is only supported in an injection context. ,stable,14,,stable,stable,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,https://angular.dev/best-practices/error-handling#client-side-rendering,migration: ng generate @angular/core:inject
Features,NG_BUILD_OPTIMIZE_CHUNKS,@angular/cli,chunk optimizer for production application builds,experimental,18,,experimental,experimental,experimental,experimental,experimental,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,provideAnimationsAsync,@angular/animations,Renders animations only once the renderer is loaded,deprecated,17,,deprecated,deprecated,not_available,stable,stable,stable,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/api/platform-browser/animations/async/provideAnimationsAsync#,
Features,@angular/animations package,@angular/animations,Renders animations only once the renderer is loaded,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/animations/css,
Features,Router.getCurrentNavigation,@angular/router,Returns the current navigation object,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,https://angular.dev/guide/animations/css,
Features,withExperimentalPlatformNavigation,@angular/router,Navigation Web API support,experimental,21.1,,experimental,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,Signal forms,@angular/forms,Signal forms,stable,21,,stable,experimental,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,FormArrayDirective,@angular/forms,FormArrayDirective enables wrapping a HTML form without relying on FormGroupDirective,stable,21,,stable,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,enableProfiling(),@angular/core,Enable profiling of the application,experimental,21,,experimental,experimental,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,https://angular.dev/best-practices/profiling-with-chrome-devtools,
Features,Angular Aria,@angular/aria,Angular Aria,stable,21,,stable,preview,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,VERSION,@angular/upgrade,Angular version used by the project,deprecated,13,,deprecated,not_available,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,Router.isActive,@angular/router,Returns a Signal<boolean> indicating if the current route is active,deprecated,13,,deprecated,not_available,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,withExperimentalAutoCleanupInjectors,@angular/router,Enable automatic cleanup of unused route injectors,experimental,21.1,,experimental,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,ResourceSnapshot,@angular/core,An explicit representation of a resource's state,stable,21.2,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,resourceFromSnapshots,@angular/core,Creates a Resource driven by a source of ResourceSnapshots,stable,21.2,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,withFetch,@angular/common/http,Use the Fetch API instead of XHR,deprecated,16.1,,deprecated,stable,stable,stable,stable,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,ChangeDetectionStrategy.Default,@angular/core,Renamed to ChangeDetectionStrategy.Eager,deprecated,13,,deprecated,not_available,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,ChangeDetectionStrategy.Eager,@angular/core,Renamed from ChangeDetectionStrategy.Default,stable,21.2,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,withXhr,@angular/common/http,Use the XMLHttpRequest API instead of the Fetch API,stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,TestBed.getLastFixture,@angular/core/testing,Get the last fixture for the test,stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,HTML element comments,@angular/compiler,HTML element comments,stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,default OnPush strategy,@angular/core,Default OnPush strategy,stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,@Service decorator,@angular/core,more ergonomic alternative to @Injectable decorator,stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,provideExperimentalWebMcpTools,@angular/core,Provides a list of WebMCP tools tied to the lifecycle of the associated Injector.,experimental,22,,experimental,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,injectAsync,@angular/core,Lazy load services and use the DI system to create them.,stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,debounced,@angular/core,"create a debounced version of a signal, represented as a Resource",stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,ChangeDetectorRef.checkNoChanges,@angular/core,Do a change detection run to make sure there were no changes.,stable,13,,stable,stable,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,ComponentFactoryResolver,@angular/core,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,ComponentFactory,@angular/core,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,Webpack Builders,@angular-devkit/build-*,,deprecated,13,,deprecated,stable,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,CommonEngine,@angular/ssr,,deprecated,13,,deprecated,stable,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,Jest builder,@angular/devkit/build-angular:jest,,removed,16,22,removed,deprecated,experimental,experimental,experimental,experimental,experimental,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,Web Test Runner builder,@angular-devkit/build-angular:web-test-runner,,removed,17,22,removed,deprecated,experimental,experimental,experimental,experimental,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,NoopAnimationDriver,@angular/animations/browser,,deprecated,13,13,deprecated,deprecated,not_available,stable,stable,stable,removed,removed,removed,https://www.angular.courses/caniuse?tab=features,,
Features,MockAnimationDriver,@angular/animations/browser/testing,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,MockAnimationPlayer,@angular/animations/browser/testing,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,animate,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,animateChild,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimateChildOptions,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimateTimings,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,animation,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationAnimateChildMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationAnimateMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationAnimateRefMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationGroupMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationKeyframesSequenceMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationOptions,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationPlayer,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationQueryMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationQueryOptions,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationReferenceMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationSequenceMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationStaggerMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationStateMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationStyleMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationTransitionMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AnimationTriggerMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,AUTO_STYLE,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,group,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,keyframes,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,NoopAnimationPlayer,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,query,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,sequence,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,stagger,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,state,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,style,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,transition,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
